serie;set;appAfkorting;huidigeMapping;rang;candidateExpansionId;score;overlap;appUniekeNamen;cmUniekeNamen;cmProducten;cardmarketSetcode;cardmarketSetnaam;sampleOverlap;sampleAlleenApp;sampleAlleenCardmarket;advies
Sun & Moon;Celestial Storm;CES;2320;7;1753;0.065;7;140;71;96;;;copycat, friend ball, rainbow energy, rare candy, switch, tv reporter, underground expedition;acro bike, alolan raticate gx, alolan rattata, apricorn maker, ariados, articuno gx, bagon, baltoy, banette, banette gx, beast ball, beldum, bellsprout, bill s maintenance;ancient technical machine rock, ancient tomb, bellossom heal dance miracle powder solarbeam, blaziken ex blaze kick volcanic ash, blaziken fire starter fire stream, boost energy, combusken natural cure lunge, darkness energy, delcatty energy draw max energy source, desert ruins, desert shaman, dunsparce strike and run sudden flash, fighting energy, fire energy;zwak/alternatief
Sun & Moon;Celestial Storm;CES;2320;8;5724;0.0642;5;140;34;38;;;bill s maintenance, energy switch, life herb, switch, tv reporter;acro bike, alolan raticate gx, alolan rattata, apricorn maker, ariados, articuno gx, bagon, baltoy, banette, banette gx, beast ball, beldum, bellsprout, blaziken gx;baltoy slap pierce, camerupt extra flame super singe, claydol levitate rock smash, deoxys ex form change energy burst, deoxys ex form change fastwave, electrike double kick, energy search, feebas water arrow, groudon slash rock tumble, grumpig snap tail psypunch, gulpin headbutt drool, illumise collect tackle, kyogre ram aqua sonic, linoone body slam claw swipe;zwak/alternatief
Sun & Moon;Forbidden Light;FLI;;1;2075;0.1238;15;113;126;184;;;beast ring, bonnie, crasher wake, diantha, eneporter, energy recycler, fossil excavation map, judge, lady, lysandre labs, metal frying pan, mysterious treasure, ultra recon squad, ultra space, unidentified fossil;abomasnow, aegislash, alolan exeggutor, alolan marowak, amaura, araquanid, arceus, aurorus, avalugg, azelf, barbaracle, beast energy, bergmite, binacle;abomasnow blessings of the frost hypno hammer, aegislash ticking knock out draining blade, alolan exeggutor tropical shake, alolan marowak limbo limbo alolan club, amaura powder snow aurora beam, araquanid bubble bubble trap, arceus first law trinity star prism, aurorus frost wall blizzard burn, avalugg frozen ground skull bash, azelf psychic abduction hypnoblast, barbaracle seven shock claw slash, beast energy prism, bergmite break open, binacle allotment;STERKE KANDIDAAT - controleer en zet in manual_set_map indien juist
Sun & Moon;Forbidden Light;FLI;;2;3896;0.0851;9;113;94;110;;;bonnie, diantha, eneporter, fossil excavation map, judge, lady, lysandre labs, mysterious treasure, unidentified fossil;abomasnow, aegislash, alolan exeggutor, alolan marowak, amaura, araquanid, arceus, aurorus, avalugg, azelf, barbaracle, beast energy, beast ring, bergmite;aegislash ticking knock out draining blade, alolan exeggutor tropical shake, alolan marowak limbo limbo alolan club, amaura powder snow aurora beam, aurorus frost wall blizzard burn, avalugg frozen ground skull bash, barbaracle seven shock claw slash, bergmite break open, binacle allotment, braixen flare flamethrower, bunnelby collect gnaw, choice band, clauncher water gun, clawitzer standing by sharpshooting;zwak/alternatief
Sun & Moon;Forbidden Light;FLI;;3;3901;0.0725;6;113;51;63;;;beast ring, crasher wake, energy recycler, metal frying pan, ultra recon squad, ultra space;abomasnow, aegislash, alolan exeggutor, alolan marowak, amaura, araquanid, arceus, aurorus, avalugg, azelf, barbaracle, beast energy, bergmite, binacle;abomasnow blessings of the frost hypno hammer, aqua patch, araquanid bubble bubble trap, arceus first law trinity star prism, azelf psychic abduction hypnoblast, beast energy prism, buzzwole sledgehammer swing around, chimchar fury swipes, choice band, croagunk swagger, dawn wings necrozma gulf stream sword of dawn, dewpider gnaw spider web, dialga gx overclock shred timeless gx, dusk mane necrozma dusk shot rusty claws;zwak/alternatief
Sun & Moon;Forbidden Light;FLI;;4;2739;0.055;5;113;64;92;;;beast ring, judge, lysandre labs, mysterious treasure, ultra space;abomasnow, aegislash, alolan exeggutor, alolan marowak, amaura, araquanid, arceus, aurorus, avalugg, azelf, barbaracle, beast energy, bergmite, binacle;acro bike, beast energy prism, bill s analysis, blacephalon gx bursting burn mind blown burst gx, cherish ball, cobalion gx metal symbol dueling saber iron rule gx, custom catcher, cynthia, dedenne gx dedechange static shock tingly return gx, electromagnetic radar, electropower, energy switch, escape board, espeon and deoxys gx psychic club cross division gx;zwak/alternatief
Sun & Moon;Forbidden Light;FLI;;5;6548;0.0472;4;113;54;54;;;beast ring, lady, metal frying pan, mysterious treasure;abomasnow, aegislash, alolan exeggutor, alolan marowak, amaura, araquanid, arceus, aurorus, avalugg, azelf, barbaracle, beast energy, bergmite, binacle;acerola, acro bike, adventure bag, aqua patch, charizard gx wing attack crimson storm raging out gx, cherish ball, choice band, cynthia, darkness energy, eevee and snorlax gx cheer up dump truck press megaton friends gx, electropower, enhanced hammer, escape board, escape rope;zwak/alternatief
Sun & Moon;Forbidden Light;FLI;;6;3856;0.0382;6;113;192;250;;;beast ring, diantha, energy recycler, metal frying pan, mysterious treasure, ultra space;abomasnow, aegislash, alolan exeggutor, alolan marowak, amaura, araquanid, arceus, aurorus, avalugg, azelf, barbaracle, beast energy, bergmite, binacle;abomasnow blessings of the frost hypno hammer, acerola, aether foundation employee, alolan diglett iron head, alolan dugtrio gold rush, alolan exeggutor tropical shake, alolan marowak limbo limbo alolan club, alolan ninetales gx ice blade blizzard edge ice path gx, alolan ninetales luminous barrier aurora beam, alolan vulpix beacon icy snow, altaria fight song pierce, altaria gx bright tone sonic edge euphoria gx, articuno gx legendary ascent ice wing cold crush gx, banette gx shady move shadow chant tomb hunt gx;zwak/alternatief
Sun & Moon;Forbidden Light;FLI;;7;6301;0.0369;2;113;20;20;;;energy recycler, judge;abomasnow, aegislash, alolan exeggutor, alolan marowak, amaura, araquanid, arceus, aurorus, avalugg, azelf, barbaracle, beast energy, beast ring, bergmite;battle vip pass, boss s orders cyrus, choice belt, colress s experiment, comfey flower selecting spinning attack, cramorant lost provisions spit innocently, escape rope, giratina v abyss seeking shred, hisuian heavy ball, level ball, lost city, lost vacuum, mirage gate, professor s research professor rowan;zwak/alternatief
Sun & Moon;Forbidden Light;FLI;;8;6549;0.0363;6;113;210;315;;;crasher wake, energy recycler, judge, lady, metal frying pan, mysterious treasure;abomasnow, aegislash, alolan exeggutor, alolan marowak, amaura, araquanid, arceus, aurorus, avalugg, azelf, barbaracle, beast energy, beast ring, bergmite;absol dark ambition shadow seeker, acerola, aether paradise conservation area, aggron extra tight press giga impact, alolan grimer collect sludge bomb, alolan raichu electro rain electric ball, apricorn maker, aqua patch, articuno gx legendary ascent ice wing cold crush gx, banette gx shady move shadow chant tomb hunt gx, banette red eyes enemy show, basic darkness energy, basic fairy energy, basic fighting energy;zwak/alternatief
Sun & Moon;Ultra Prism;UPR;;1;2065;0.1414;21;139;154;215;;;ancient crystal, crushing hammer, cynthia, electric memory, escape board, fire memory, gardenia, lana, lillie, looker, looker whistle, lusamine, mars, missing clover, mt coronet, order pad, pal pad, peeking red card;abomasnow, alolan diglett, alolan dugtrio, alolan exeggutor, alolan sandshrew, alolan sandslash, alolan vulpix, araquanid, bastiodon, bronzong, bronzor, buizel, buneary, carnivine;abomasnow blessings of the frost hypno hammer, alolan diglett iron head, alolan dugtrio gold rush, alolan exeggutor exeggutor s paradise draco meteor barrage, alolan sandshrew fury swipes, alolan sandslash spike armor frost breath, alolan vulpix roar icy snow, araquanid water bubble aqua edge, bastiodon earthen shield push down, bronzong psy bolt psychic resonance, bronzor hypnosis spinning attack, buizel water gun, buneary weak kneed skip, carnivine chomp chomp loom over;STERKE KANDIDAAT - controleer en zet in manual_set_map indien juist
Sun & Moon;Ultra Prism;UPR;;2;3911;0.086;9;139;67;78;;;gardenia, lillie, mars, missing clover, mt coronet, pal pad, peeking red card, pokemon fan club, unidentified fossil;abomasnow, alolan diglett, alolan dugtrio, alolan exeggutor, alolan sandshrew, alolan sandslash, alolan vulpix, ancient crystal, araquanid, bastiodon, bronzong, bronzor, buizel, buneary;alolan diglett iron head, alolan dugtrio gold rush, bastiodon earthen shield push down, bronzong psy bolt psychic resonance, bronzor hypnosis spinning attack, carnivine chomp chomp loom over, cherrim weather guard seed bomb, cherubi surprise attack, chimchar flare upr, chimchar fury swipes, cyrus prism, darkrai nightmare scar abyssal sleep prism, dialga gx overclock shred timeless gx, double colorless energy;zwak/alternatief
Sun & Moon;Ultra Prism;UPR;;3;4247;0.0833;6;139;29;29;;;crushing hammer, cynthia, escape board, lillie, pal pad, volkner;abomasnow, alolan diglett, alolan dugtrio, alolan exeggutor, alolan sandshrew, alolan sandslash, alolan vulpix, ancient crystal, araquanid, bastiodon, bronzong, bronzor, buizel, buneary;acerola, acro bike, choice band, counter energy, counter gain, double colorless energy, electropower, energy recycler, field blower, fiery flint, guzma, judge, kiawe, nest ball;zwak/alternatief
Sun & Moon;Ultra Prism;UPR;;4;3906;0.0769;8;139;66;78;;;crushing hammer, cynthia, escape board, looker, looker whistle, order pad, unidentified fossil, volkner;abomasnow, alolan diglett, alolan dugtrio, alolan exeggutor, alolan sandshrew, alolan sandslash, alolan vulpix, ancient crystal, araquanid, bastiodon, bronzong, bronzor, buizel, buneary;abomasnow blessings of the frost hypno hammer, alolan sandshrew fury swipes, alolan sandslash spike armor frost breath, buizel water gun, buneary weak kneed skip, cranidos corkscrew punch headstrike, cresselia lunar payback psychic, croagunk swagger, dawn wings necrozma gx invasion dark flash moon s eclipse gx, drampa outrage dragon pulse, drapion dangerous stinger, drifblim damage transport wind wheel, drifloon creepy wind hang down, eevee gnaw;zwak/alternatief
Sun & Moon;Ultra Prism;UPR;;5;6548;0.0629;6;139;54;54;;;cynthia, escape board, lillie, lusamine, pal pad, volkner;abomasnow, alolan diglett, alolan dugtrio, alolan exeggutor, alolan sandshrew, alolan sandslash, alolan vulpix, ancient crystal, araquanid, bastiodon, bronzong, bronzor, buizel, buneary;acerola, acro bike, adventure bag, aqua patch, beast ring, charizard gx wing attack crimson storm raging out gx, cherish ball, choice band, darkness energy, eevee and snorlax gx cheer up dump truck press megaton friends gx, electropower, enhanced hammer, escape rope, fairy energy;zwak/alternatief
Sun & Moon;Ultra Prism;UPR;;6;6581;0.056;13;139;324;336;;;crushing hammer, cynthia, gardenia, lana, lillie, looker, looker whistle, lusamine, mars, order pad, pal pad, peeking red card, pokemon fan club;abomasnow, alolan diglett, alolan dugtrio, alolan exeggutor, alolan sandshrew, alolan sandslash, alolan vulpix, ancient crystal, araquanid, bastiodon, bronzong, bronzor, buizel, buneary;abomasnow blessings of the frost hypno hammer, acro bike, aether paradise conservation area, aggron revenge cannon buster swing, alolan diglett call for family, alolan dugtrio digging dash, alolan exeggutor gx tropical head dragon hammer tower go round gx, alolan ninetales gx mysterious guidance snowy wind sublimation gx, alolan sandshrew fury swipes, alolan sandslash spike armor frost breath, alolan vulpix roar icy snow, altar of the moone, altar of the sunne, aqua patch;zwak/alternatief
Sun & Moon;Ultra Prism;UPR;;7;2739;0.0487;5;139;64;92;;;cynthia, escape board, lillie, pal pad, volkner;abomasnow, alolan diglett, alolan dugtrio, alolan exeggutor, alolan sandshrew, alolan sandslash, alolan vulpix, ancient crystal, araquanid, bastiodon, bronzong, bronzor, buizel, buneary;acro bike, beast energy prism, beast ring, bill s analysis, blacephalon gx bursting burn mind blown burst gx, cherish ball, cobalion gx metal symbol dueling saber iron rule gx, custom catcher, dedenne gx dedechange static shock tingly return gx, electromagnetic radar, electropower, energy switch, espeon and deoxys gx psychic club cross division gx, fiery flint;zwak/alternatief
Sun & Moon;Ultra Prism;UPR;;8;3916;0.0464;6;139;114;125;;;ancient crystal, electric memory, fire memory, lana, lillie, lusamine;abomasnow, alolan diglett, alolan dugtrio, alolan exeggutor, alolan sandshrew, alolan sandslash, alolan vulpix, araquanid, bastiodon, bronzong, bronzor, buizel, buneary, carnivine;acerola, aether paradise conservation area, alolan diglett spelunk mud slap, alolan dugtrio tangling hair dig under, alolan exeggutor exeggutor s paradise draco meteor barrage, alolan grimer super poison breath pound, alolan muk power of alchemy crunch, alolan ninetales luminous barrier aurora beam, alolan sandshrew defense curl ice ball, alolan sandslash slush rush smash turn, alolan vulpix roar icy snow, altar of the moone, altar of the sunne, aqua patch;zwak/alternatief
Sun & Moon;Crimson Invasion;CIN;;1;1843;0.1291;14;104;111;150;;;counter catcher, counter energy, dashing pouch, devoured field, fighting memory, gladion, lusamine, olivia, peeking red card, psychic memory, sea of nothingness, warp energy, water energy, wishful baton;accelgor, aggron, alolan exeggutor gx, alolan geodude, alolan golem gx, alolan graveler, alolan marowak, alolan raichu, altaria, aron, beedrill, bewear, bunnelby, buzzwole gx;accelgor recover speed attack, aggron revenge cannon buster swing, alolan exeggutor gx tropical head dragon hammer tower go round gx, alolan geodude defense curl tackle, alolan golem gx hammer in super electromagnetic tackle heavy rock gx, alolan graveler corkscrew punch self destruct, alolan marowak dance of flames burning bonemerang, alolan raichu surge surfer psychic, altaria draco melody cotton guard, aron tackle metal claw, beedrill sudden sting sharp sting, bewear fluffy cross cut, bunnelby mud shot, buzzwole gx jet punch knuckle impact absorption gx;STERKE KANDIDAAT - controleer en zet in manual_set_map indien juist
Sun & Moon;Crimson Invasion;CIN;;2;3921;0.088;7;104;52;62;;;counter energy, dashing pouch, devoured field, lusamine, sea of nothingness, water energy, wishful baton;accelgor, aggron, alolan exeggutor gx, alolan geodude, alolan golem gx, alolan graveler, alolan marowak, alolan raichu, altaria, aron, beedrill, bewear, bunnelby, buzzwole gx;accelgor recover speed attack, alolan exeggutor gx tropical head dragon hammer tower go round gx, alolan raichu surge surfer psychic, altaria draco melody cotton guard, beedrill sudden sting sharp sting, bewear fluffy cross cut, bunnelby mud shot, deino headbutt surprise attack, diggersby dig hammer arm, exeggcute hypnosis ram, feebas splashing dodge, grumpig own tempo psych up, guzzlord gx eat sloppily tyrannical hole glutton gx, gyarados gx waterfall draconic disaster dread storm gx;zwak/alternatief
Sun & Moon;Crimson Invasion;CIN;;3;3926;0.0755;6;104;52;62;;;counter catcher, fighting memory, gladion, peeking red card, psychic memory, warp energy;accelgor, aggron, alolan exeggutor gx, alolan geodude, alolan golem gx, alolan graveler, alolan marowak, alolan raichu, altaria, aron, beedrill, bewear, bunnelby, buzzwole gx;aggron revenge cannon buster swing, alolan geodude defense curl tackle, alolan golem gx hammer in super electromagnetic tackle heavy rock gx, alolan graveler corkscrew punch self destruct, alolan marowak dance of flames burning bonemerang, aron tackle metal claw, buzzwole gx jet punch knuckle impact absorption gx, cacnea sucker punch, cacturne spike rend hunt, camerupt continuous headbutt searing flame, chimecho bell of silence, cinccino amazing plea, corphish crabhammer, crawdaunt double claws;zwak/alternatief
Sun & Moon;Crimson Invasion;CIN;;4;6342;0.0455;6;104;152;204;;;counter energy, dashing pouch, lusamine, olivia, warp energy, wishful baton;accelgor, aggron, alolan exeggutor gx, alolan geodude, alolan golem gx, alolan graveler, alolan marowak, alolan raichu, altaria, aron, beedrill, bewear, bunnelby, buzzwole gx;adventure bag, aether paradise conservation area, alolan exeggutor tropical shake, alolan geodude defense curl tackle, alolan golem electro rock wrecker heavy bomber, alolan graveler corkscrew punch self destruct, alolan grimer chemical breath, alolan meowth spoil the fun, alolan muk adventurous appetite gunk shot, alolan muk gx chemical breath crunch tri hazard gx, alolan persian empty threat, alolan raticate enhanced fang hyper fang, alolan raticate gx chuck away hyper fang item maniac gx, alolan rattata gnaw;zwak/alternatief
Sun & Moon;Crimson Invasion;CIN;;5;6549;0.0438;7;104;210;315;;;counter catcher, counter energy, dashing pouch, devoured field, gladion, lusamine, wishful baton;accelgor, aggron, alolan exeggutor gx, alolan geodude, alolan golem gx, alolan graveler, alolan marowak, alolan raichu, altaria, aron, beedrill, bewear, bunnelby, buzzwole gx;absol dark ambition shadow seeker, acerola, aether paradise conservation area, aggron extra tight press giga impact, alolan grimer collect sludge bomb, alolan raichu electro rain electric ball, apricorn maker, aqua patch, articuno gx legendary ascent ice wing cold crush gx, banette gx shady move shadow chant tomb hunt gx, banette red eyes enemy show, basic darkness energy, basic fairy energy, basic fighting energy;zwak/alternatief
Sun & Moon;Crimson Invasion;CIN;;6;6548;0.0371;3;104;54;54;;;gladion, lusamine, water energy;accelgor, aggron, alolan exeggutor gx, alolan geodude, alolan golem gx, alolan graveler, alolan marowak, alolan raichu, altaria, aron, beedrill, bewear, bunnelby, buzzwole gx;acerola, acro bike, adventure bag, aqua patch, beast ring, charizard gx wing attack crimson storm raging out gx, cherish ball, choice band, cynthia, darkness energy, eevee and snorlax gx cheer up dump truck press megaton friends gx, electropower, enhanced hammer, escape board;zwak/alternatief
Sun & Moon;Crimson Invasion;CIN;;7;3946;0.0369;3;104;55;70;;;olivia, water energy, wishful baton;accelgor, aggron, alolan exeggutor gx, alolan geodude, alolan golem gx, alolan graveler, alolan marowak, alolan raichu, altaria, aron, beedrill, bewear, bunnelby, buzzwole gx;acerola, alolan ninetales luminous barrier aurora beam, alolan sandshrew defense curl ice ball, alolan sandslash slush rush smash turn, alolan vulpix beacon icy snow, bellsprout vine whip, choice band, cottonee continuous tumble, darkness energy, darkrai gx restoration dark cleave dead end gx, electabuzz punch thunder shock, electivire thunder punch giga impact, escape rope, fighting energy;zwak/alternatief
Sun & Moon;Crimson Invasion;CIN;;8;6581;0.0342;7;104;324;336;;;counter catcher, dashing pouch, gladion, lusamine, peeking red card, sea of nothingness, wishful baton;accelgor, aggron, alolan exeggutor gx, alolan geodude, alolan golem gx, alolan graveler, alolan marowak, alolan raichu, altaria, aron, beedrill, bewear, bunnelby, buzzwole gx;abomasnow blessings of the frost hypno hammer, acro bike, aether paradise conservation area, aggron revenge cannon buster swing, alolan diglett call for family, alolan dugtrio digging dash, alolan exeggutor gx tropical head dragon hammer tower go round gx, alolan ninetales gx mysterious guidance snowy wind sublimation gx, alolan sandshrew fury swipes, alolan sandslash spike armor frost breath, alolan vulpix roar icy snow, altar of the moone, altar of the sunne, aqua patch;zwak/alternatief
Sun & Moon;Shining Legends;SLG;;1;1842;0.1824;13;70;72;91;;;damage mover, double colorless energy, energy retrieval, great ball, hau, lillie, pokemon breeder, pokemon catcher, sophocles, super scoop up, switch, ultra ball, warp energy;arbok, breloom, buizel, bulbasaur, carnivine, croconaw, ekans, electrode, entei gx, feraligatr, floatzel, golett, golurk, hoopa;arbok intimidating patterns venomous fang, breloom hibernation spore magnum punch, buizel razor fin water gun, bulbasaur razor leaf, carnivine flick poison crunch, croconaw plunge bite, ekans poison sting, electrode swift, entei gx combustion fire fang brave burn gx, feraligatr crunch hydro splash, floatzel razor fin aqua bomb, golett mega punch, golurk triple smash golurk hammer, hoopa scoundrel guard super psy bolt;STERKE KANDIDAAT - controleer en zet in manual_set_map indien juist
Sun & Moon;Shining Legends;SLG;;2;3931;0.1824;13;70;72;82;;;damage mover, double colorless energy, energy retrieval, great ball, hau, lillie, pokemon breeder, pokemon catcher, sophocles, super scoop up, switch, ultra ball, warp energy;arbok, breloom, buizel, bulbasaur, carnivine, croconaw, ekans, electrode, entei gx, feraligatr, floatzel, golett, golurk, hoopa;arbok intimidating patterns venomous fang, breloom hibernation spore magnum punch, buizel razor fin water gun, bulbasaur razor leaf, carnivine flick poison crunch, croconaw plunge bite, ekans poison sting, electrode swift, entei gx combustion fire fang brave burn gx, feraligatr crunch hydro splash, floatzel razor fin aqua bomb, golett mega punch, golurk triple smash golurk hammer, hoopa scoundrel guard super psy bolt;zwak/alternatief
Sun & Moon;Shining Legends;SLG;;3;4254;0.1634;7;70;21;21;;;double colorless energy, hau, lillie, pokemon catcher, sophocles, switch, ultra ball;arbok, breloom, buizel, bulbasaur, carnivine, croconaw, damage mover, ekans, electrode, energy retrieval, entei gx, feraligatr, floatzel, golett;cosmoem teleport, cosmog dust gathering, cynthia, latios break through lagoon flight, lunala gx glide lunar javelin requiem gx, mawile call for family crunch, mewtwo pressure super psy bolt, nest ball, rare candy, rescue stretcher, silvally gear scan x scissor, solgaleo gx shining mane turbo strike prominence gx, spinda teeter punch, type null armor press slashing claw;zwak/alternatief
Sun & Moon;Shining Legends;SLG;;4;4255;0.1401;6;70;21;21;;;hau, lillie, pokemon catcher, sophocles, switch, ultra ball;arbok, breloom, buizel, bulbasaur, carnivine, croconaw, damage mover, double colorless energy, ekans, electrode, energy retrieval, entei gx, feraligatr, floatzel;bellsprout vine whip, chansey bind wound hammer in, charjabug shocking jaws electric ball, energy recycler, grubbin vice grip, hala, helioptile thunder shock, ilima, nest ball, rare candy, tapu bulu gx horn attack nature s judgment tapu wilderness gx, tapu koko flying flip electric ball, vikavolt strong charge electro cannon, weepinbell muddy acid;zwak/alternatief
Sun & Moon;Shining Legends;SLG;;5;4181;0.1221;5;70;19;19;;;double colorless energy, energy retrieval, pokemon catcher, switch, ultra ball;arbok, breloom, buizel, bulbasaur, carnivine, croconaw, damage mover, ekans, electrode, entei gx, feraligatr, floatzel, golett, golurk;blastoise deluge hydro pump, cheren, ducklett splatter, kangaskhan call for family comet punch, kyurem ex outrage giga frost, master ball, professor juniper, random receiver, rare candy, skyla, squirtle bubble water gun, suicune safeguard aurora beam, wartortle bubble double spin, water energy;zwak/alternatief
Sun & Moon;Shining Legends;SLG;;6;4258;0.1216;8;70;59;59;;;double colorless energy, energy retrieval, great ball, hau, lillie, pokemon catcher, switch, ultra ball;arbok, breloom, buizel, bulbasaur, carnivine, croconaw, damage mover, ekans, electrode, entei gx, feraligatr, floatzel, golett, golurk;alolan meowth fury swipes, big malasada, brionne wave splash disarming voice, bruxish vivid charge psychic fangs, charjabug shocking jaws electric ball, cosmog dust gathering, crushing hammer, cutiefly fly around, dartrix sharp blade quill leaf blade, decidueye gx feather arrow razor leaf hollow hunt gx, dewpider bubble, drowzee psychic boom headbutt, energy switch, exp share;zwak/alternatief
Sun & Moon;Shining Legends;SLG;;7;4248;0.118;6;70;31;31;;;double colorless energy, hau, lillie, pokemon catcher, switch, ultra ball;arbok, breloom, buizel, bulbasaur, carnivine, croconaw, damage mover, ekans, electrode, energy retrieval, entei gx, feraligatr, floatzel, golett;acro bike, brock s grit, brock s pewter city gym, brock s training, cubone burdensome bone, cynthia, geodude tackle, golem rock slide land crush, graveler tackle mudslide, gyarados commotion wild tail, horsea water arrow, lapras confuse ray hydro pump, magikarp water splash, misty s cerulean city gym;zwak/alternatief
Sun & Moon;Shining Legends;SLG;;8;4238;0.1062;5;70;26;32;;;double colorless energy, energy retrieval, great ball, pokemon catcher, switch;arbok, breloom, buizel, bulbasaur, carnivine, croconaw, damage mover, ekans, electrode, entei gx, feraligatr, floatzel, golett, golurk;arcanine flop flamethrower, aromatisse dizzying cologne fairy wind, corsola spike cannon power gem, dunsparce call for family ram, electabuzz knuckle punch, electivire knuckle punch electroslug, emboar ex spiral punch strong flare, espurr scratch, fairy energy, fire energy, furfrou collect tight jaw, growlithe bite, lightning energy, mawile tight jaw cavernous chomp;zwak/alternatief
Sun & Moon;Burning Shadows;BUS;;1;1824;0.1627;23;135;145;222;;;acerola, bodybuilding dumbbells, choice band, darkness energy, escape rope, fairy energy, fire energy, guzma, kiawe, lana, mount lanakila, multi switch, olivia, plumeria, po town, rescue stretcher, rotom dex poke finder mode, sophocles;alolan grimer, alolan muk gx, alolan ninetales, alolan raticate, alolan rattata, alolan vulpix, araquanid, azumarill, bewear, bouffalant, bruxish, butterfree, caterpie, charizard gx;alolan grimer division slippery sludge, alolan muk gx chemical breath crunch tri hazard gx, alolan ninetales luminous barrier aurora beam, alolan raticate enhanced fang hyper fang, alolan rattata focus energy bite, alolan vulpix powder snow icy snow, araquanid bubble net sharp fang, azumarill thick fat waterfall, bewear mix up tantrum, bouffalant bouffant head knock over, bruxish gnash teeth synchronize, butterfree bye bye heal stun spore, caterpie surprise attack, charizard gx wing attack crimson storm raging out gx;STERKE KANDIDAAT - controleer en zet in manual_set_map indien juist
Sun & Moon;Burning Shadows;BUS;;2;6548;0.0959;9;135;54;54;;;acerola, choice band, darkness energy, escape rope, fairy energy, fire energy, guzma, kiawe, rescue stretcher;alolan grimer, alolan muk gx, alolan ninetales, alolan raticate, alolan rattata, alolan vulpix, araquanid, azumarill, bewear, bodybuilding dumbbells, bouffalant, bruxish, butterfree, caterpie;acro bike, adventure bag, aqua patch, beast ring, charizard gx wing attack crimson storm raging out gx, cherish ball, cynthia, eevee and snorlax gx cheer up dump truck press megaton friends gx, electropower, enhanced hammer, escape board, field blower, fiery flint, fighting energy;zwak/alternatief
Sun & Moon;Burning Shadows;BUS;;3;3946;0.0952;9;135;55;70;;;acerola, choice band, darkness energy, escape rope, multi switch, olivia, sophocles, weakness policy, wishful baton;alolan grimer, alolan muk gx, alolan ninetales, alolan raticate, alolan rattata, alolan vulpix, araquanid, azumarill, bewear, bodybuilding dumbbells, bouffalant, bruxish, butterfree, caterpie;alolan ninetales luminous barrier aurora beam, alolan sandshrew defense curl ice ball, alolan sandslash slush rush smash turn, alolan vulpix beacon icy snow, bellsprout vine whip, cottonee continuous tumble, darkrai gx restoration dark cleave dead end gx, electabuzz punch thunder shock, electivire thunder punch giga impact, fighting energy, garbodor trashalanche acid spray, honchkrow feint attack raven s claw, komala comatose hypno roll, ledian swift comet punch;zwak/alternatief
Sun & Moon;Burning Shadows;BUS;;4;4247;0.0846;6;135;29;29;;;acerola, choice band, guzma, kiawe, rescue stretcher, wishful baton;alolan grimer, alolan muk gx, alolan ninetales, alolan raticate, alolan rattata, alolan vulpix, araquanid, azumarill, bewear, bodybuilding dumbbells, bouffalant, bruxish, butterfree, caterpie;acro bike, counter energy, counter gain, crushing hammer, cynthia, double colorless energy, electropower, energy recycler, escape board, field blower, fiery flint, judge, lillie, nest ball;zwak/alternatief
Sun & Moon;Burning Shadows;BUS;;5;3936;0.0752;7;135;53;64;;;fairy energy, guzma, po town, rescue stretcher, super scoop up, tormenting spray, wicke;acerola, alolan grimer, alolan muk gx, alolan ninetales, alolan raticate, alolan rattata, alolan vulpix, araquanid, azumarill, bewear, bodybuilding dumbbells, bouffalant, bruxish, butterfree;alolan raticate enhanced fang hyper fang, alolan rattata focus energy bite, bewear mix up tantrum, bruxish gnash teeth synchronize, butterfree bye bye heal stun spore, caterpie surprise attack, croagunk corkscrew punch frog hop, dusclops night roam ambush, dusknoir dark invitation mind jack, duskull dark guidance spooky shot, eelektrik small appetite, eelektross dark clamp vacuum bolt, espurr perplexing eyes, gardevoir gx secret spring infinite force twilight gx;zwak/alternatief
Sun & Moon;Burning Shadows;BUS;;6;3941;0.0752;7;135;53;64;;;bodybuilding dumbbells, escape rope, fire energy, kiawe, mount lanakila, plumeria, rotom dex poke finder mode;acerola, alolan grimer, alolan muk gx, alolan ninetales, alolan raticate, alolan rattata, alolan vulpix, araquanid, azumarill, bewear, bouffalant, bruxish, butterfree, caterpie;alolan grimer division slippery sludge, alolan muk gx chemical breath crunch tri hazard gx, araquanid bubble net sharp fang, azumarill thick fat waterfall, bouffalant bouffant head knock over, charizard gx wing attack crimson storm raging out gx, charmander scratch flame tail, charmeleon claw slash heat blast, crabominable gutsy hammer double stomp, crabrawler light punch, cutiefly fairy wind, darkrai hypnoblast dark raid, dewpider ambush, diancie sparkling wish diamond storm;zwak/alternatief
Sun & Moon;Burning Shadows;BUS;;7;5415;0.074;3;135;9;9;;;darkness energy, fairy energy, fire energy;acerola, alolan grimer, alolan muk gx, alolan ninetales, alolan raticate, alolan rattata, alolan vulpix, araquanid, azumarill, bewear, bodybuilding dumbbells, bouffalant, bruxish, butterfree;fighting energy, grass energy, lightning energy, metal energy, psychic energy, water energy;zwak/alternatief
