status;matchType;candidateCount;appKey;serie;set;abbr;kaartnr;kaartnaam;cmProductId;cmExpansionId;cmSetCode;cmSetName;cmNumber;cmName;cmRawName;price;foilTrendPrice;url
niet gekoppeld;unmatched;0;XY|BREAKpoint|BKP|116|Manaphy-EX;XY;BREAKpoint;BKP;116;Manaphy-EX;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKpoint|BKP|117|Espeon-EX;XY;BREAKpoint;BKP;117;Espeon-EX;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKpoint|BKP|118|Darkrai-EX;XY;BREAKpoint;BKP;118;Darkrai-EX;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKpoint|BKP|119|Scizor-EX;XY;BREAKpoint;BKP;119;Scizor-EX;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKpoint|BKP|120|M Scizor-EX;XY;BREAKpoint;BKP;120;M Scizor-EX;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKpoint|BKP|121|Ho-Oh-EX;XY;BREAKpoint;BKP;121;Ho-Oh-EX;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKpoint|BKP|122|Skyla;XY;BREAKpoint;BKP;122;Skyla;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKpoint|BKP|123|Gyarados-EX;XY;BREAKpoint;BKP;123;Gyarados-EX;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|001|Paras;XY;BREAKthrough;BKT;001;Paras;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|002|Parasect;XY;BREAKthrough;BKT;002;Parasect;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|003|Pinsir;XY;BREAKthrough;BKT;003;Pinsir;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|004|Cacnea;XY;BREAKthrough;BKT;004;Cacnea;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|005|Pansage;XY;BREAKthrough;BKT;005;Pansage;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|006|Simisage;XY;BREAKthrough;BKT;006;Simisage;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|007|Chespin;XY;BREAKthrough;BKT;007;Chespin;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|008|Chespin;XY;BREAKthrough;BKT;008;Chespin;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|009|Chespin;XY;BREAKthrough;BKT;009;Chespin;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|010|Quilladin;XY;BREAKthrough;BKT;010;Quilladin;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|011|Chesnaught;XY;BREAKthrough;BKT;011;Chesnaught;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|012|Chesnaught BREAK;XY;BREAKthrough;BKT;012;Chesnaught BREAK;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|013|Scatterbug;XY;BREAKthrough;BKT;013;Scatterbug;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|014|Spewpa;XY;BREAKthrough;BKT;014;Spewpa;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|015|Vivillon;XY;BREAKthrough;BKT;015;Vivillon;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|016|Skiddo;XY;BREAKthrough;BKT;016;Skiddo;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|017|Gogoat;XY;BREAKthrough;BKT;017;Gogoat;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|018|Cyndaquil;XY;BREAKthrough;BKT;018;Cyndaquil;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|019|Quilava;XY;BREAKthrough;BKT;019;Quilava;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|020|Typhlosion;XY;BREAKthrough;BKT;020;Typhlosion;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|021|Houndoom-EX;XY;BREAKthrough;BKT;021;Houndoom-EX;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|022|M Houndoom-EX;XY;BREAKthrough;BKT;022;M Houndoom-EX;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|023|Pansear;XY;BREAKthrough;BKT;023;Pansear;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|024|Simisear;XY;BREAKthrough;BKT;024;Simisear;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|025|Fennekin;XY;BREAKthrough;BKT;025;Fennekin;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|026|Braixen;XY;BREAKthrough;BKT;026;Braixen;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|027|Goldeen;XY;BREAKthrough;BKT;027;Goldeen;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|028|Seaking;XY;BREAKthrough;BKT;028;Seaking;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|029|Staryu;XY;BREAKthrough;BKT;029;Staryu;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|030|Starmie;XY;BREAKthrough;BKT;030;Starmie;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|031|Remoraid;XY;BREAKthrough;BKT;031;Remoraid;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|032|Remoraid;XY;BREAKthrough;BKT;032;Remoraid;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|033|Octillery;XY;BREAKthrough;BKT;033;Octillery;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|034|Glalie-EX;XY;BREAKthrough;BKT;034;Glalie-EX;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|035|M Glalie-EX;XY;BREAKthrough;BKT;035;M Glalie-EX;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|036|Piplup;XY;BREAKthrough;BKT;036;Piplup;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|037|Prinplup;XY;BREAKthrough;BKT;037;Prinplup;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|038|Empoleon;XY;BREAKthrough;BKT;038;Empoleon;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|039|Snover;XY;BREAKthrough;BKT;039;Snover;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|040|Abomasnow;XY;BREAKthrough;BKT;040;Abomasnow;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|041|Panpour;XY;BREAKthrough;BKT;041;Panpour;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|042|Simipour;XY;BREAKthrough;BKT;042;Simipour;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|043|Vanillite;XY;BREAKthrough;BKT;043;Vanillite;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|044|Vanillish;XY;BREAKthrough;BKT;044;Vanillish;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|045|Vanilluxe;XY;BREAKthrough;BKT;045;Vanilluxe;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|046|Froakie;XY;BREAKthrough;BKT;046;Froakie;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|047|Frogadier;XY;BREAKthrough;BKT;047;Frogadier;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|048|Pikachu;XY;BREAKthrough;BKT;048;Pikachu;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|049|Raichu;XY;BREAKthrough;BKT;049;Raichu;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|050|Raichu BREAK;XY;BREAKthrough;BKT;050;Raichu BREAK;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|051|Magnemite;XY;BREAKthrough;BKT;051;Magnemite;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|052|Magnemite;XY;BREAKthrough;BKT;052;Magnemite;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|053|Magneton;XY;BREAKthrough;BKT;053;Magneton;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|054|Magnezone;XY;BREAKthrough;BKT;054;Magnezone;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|055|Raikou;XY;BREAKthrough;BKT;055;Raikou;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|056|Stunfisk;XY;BREAKthrough;BKT;056;Stunfisk;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|057|Dedenne;XY;BREAKthrough;BKT;057;Dedenne;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|058|Gastly;XY;BREAKthrough;BKT;058;Gastly;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|059|Haunter;XY;BREAKthrough;BKT;059;Haunter;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|060|Gengar;XY;BREAKthrough;BKT;060;Gengar;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|061|Mewtwo-EX;XY;BREAKthrough;BKT;061;Mewtwo-EX;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|062|Mewtwo-EX;XY;BREAKthrough;BKT;062;Mewtwo-EX;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|063|M Mewtwo-EX;XY;BREAKthrough;BKT;063;M Mewtwo-EX;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|064|M Mewtwo-EX;XY;BREAKthrough;BKT;064;M Mewtwo-EX;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|065|Misdreavus;XY;BREAKthrough;BKT;065;Misdreavus;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|066|Mismagius;XY;BREAKthrough;BKT;066;Mismagius;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|067|Wobbuffet;XY;BREAKthrough;BKT;067;Wobbuffet;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|068|Ralts;XY;BREAKthrough;BKT;068;Ralts;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|069|Kirlia;XY;BREAKthrough;BKT;069;Kirlia;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|070|Cresselia;XY;BREAKthrough;BKT;070;Cresselia;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|071|Woobat;XY;BREAKthrough;BKT;071;Woobat;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|072|Swoobat;XY;BREAKthrough;BKT;072;Swoobat;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|073|Elgyem;XY;BREAKthrough;BKT;073;Elgyem;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|074|Beheeyem;XY;BREAKthrough;BKT;074;Beheeyem;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|075|Sandshrew;XY;BREAKthrough;BKT;075;Sandshrew;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|076|Sandslash;XY;BREAKthrough;BKT;076;Sandslash;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|077|Cubone;XY;BREAKthrough;BKT;077;Cubone;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|078|Marowak;XY;BREAKthrough;BKT;078;Marowak;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|079|Marowak BREAK;XY;BREAKthrough;BKT;079;Marowak BREAK;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|080|Swinub;XY;BREAKthrough;BKT;080;Swinub;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|081|Piloswine;XY;BREAKthrough;BKT;081;Piloswine;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|082|Mamoswine;XY;BREAKthrough;BKT;082;Mamoswine;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|083|Hippopotas;XY;BREAKthrough;BKT;083;Hippopotas;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|084|Gallade;XY;BREAKthrough;BKT;084;Gallade;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|085|Meloetta;XY;BREAKthrough;BKT;085;Meloetta;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|086|Pancham;XY;BREAKthrough;BKT;086;Pancham;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|087|Hawlucha;XY;BREAKthrough;BKT;087;Hawlucha;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|088|Cacturne;XY;BREAKthrough;BKT;088;Cacturne;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|089|Zorua;XY;BREAKthrough;BKT;089;Zorua;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|090|Zorua;XY;BREAKthrough;BKT;090;Zorua;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|091|Zoroark;XY;BREAKthrough;BKT;091;Zoroark;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|092|Zoroark BREAK;XY;BREAKthrough;BKT;092;Zoroark BREAK;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|093|Inkay;XY;BREAKthrough;BKT;093;Inkay;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|094|Yveltal;XY;BREAKthrough;BKT;094;Yveltal;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|095|Bronzor;XY;BREAKthrough;BKT;095;Bronzor;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|096|Bronzong;XY;BREAKthrough;BKT;096;Bronzong;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|097|Mr. Mime;XY;BREAKthrough;BKT;097;Mr. Mime;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|098|Snubbull;XY;BREAKthrough;BKT;098;Snubbull;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|099|Granbull;XY;BREAKthrough;BKT;099;Granbull;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|100|Ralts;XY;BREAKthrough;BKT;100;Ralts;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|101|Flabébé;XY;BREAKthrough;BKT;101;Flabébé;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|102|Floette;XY;BREAKthrough;BKT;102;Floette;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|103|Florges;XY;BREAKthrough;BKT;103;Florges;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|104|Florges BREAK;XY;BREAKthrough;BKT;104;Florges BREAK;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|105|Spritzee;XY;BREAKthrough;BKT;105;Spritzee;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|106|Aromatisse;XY;BREAKthrough;BKT;106;Aromatisse;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|107|Xerneas;XY;BREAKthrough;BKT;107;Xerneas;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|108|Axew;XY;BREAKthrough;BKT;108;Axew;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|109|Axew;XY;BREAKthrough;BKT;109;Axew;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|110|Fraxure;XY;BREAKthrough;BKT;110;Fraxure;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|111|Haxorus;XY;BREAKthrough;BKT;111;Haxorus;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|112|Noivern;XY;BREAKthrough;BKT;112;Noivern;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|113|Noivern BREAK;XY;BREAKthrough;BKT;113;Noivern BREAK;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|114|Meowth;XY;BREAKthrough;BKT;114;Meowth;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|115|Doduo;XY;BREAKthrough;BKT;115;Doduo;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|116|Doduo;XY;BREAKthrough;BKT;116;Doduo;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|117|Dodrio;XY;BREAKthrough;BKT;117;Dodrio;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|118|Snorlax;XY;BREAKthrough;BKT;118;Snorlax;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|119|Hoothoot;XY;BREAKthrough;BKT;119;Hoothoot;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|120|Noctowl;XY;BREAKthrough;BKT;120;Noctowl;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|121|Teddiursa;XY;BREAKthrough;BKT;121;Teddiursa;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|122|Ursaring;XY;BREAKthrough;BKT;122;Ursaring;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|123|Smeargle;XY;BREAKthrough;BKT;123;Smeargle;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|124|Swablu;XY;BREAKthrough;BKT;124;Swablu;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|125|Starly;XY;BREAKthrough;BKT;125;Starly;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|126|Staravia;XY;BREAKthrough;BKT;126;Staravia;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|127|Staraptor;XY;BREAKthrough;BKT;127;Staraptor;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|128|Chatot;XY;BREAKthrough;BKT;128;Chatot;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|129|Rufflet;XY;BREAKthrough;BKT;129;Rufflet;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|130|Braviary;XY;BREAKthrough;BKT;130;Braviary;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|131|Noibat;XY;BREAKthrough;BKT;131;Noibat;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|132|Noibat;XY;BREAKthrough;BKT;132;Noibat;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|133|Assault Vest;XY;BREAKthrough;BKT;133;Assault Vest;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|134|Brigette;XY;BREAKthrough;BKT;134;Brigette;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|135|Buddy-Buddy Rescue;XY;BREAKthrough;BKT;135;Buddy-Buddy Rescue;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|136|Fisherman;XY;BREAKthrough;BKT;136;Fisherman;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|137|Float Stone;XY;BREAKthrough;BKT;137;Float Stone;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|138|Giovanni's Scheme;XY;BREAKthrough;BKT;138;Giovanni's Scheme;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|139|Glalie Spirit Link;XY;BREAKthrough;BKT;139;Glalie Spirit Link;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|140|Heavy Ball;XY;BREAKthrough;BKT;140;Heavy Ball;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|141|Heavy Boots;XY;BREAKthrough;BKT;141;Heavy Boots;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|142|Houndoom Spirit Link;XY;BREAKthrough;BKT;142;Houndoom Spirit Link;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|143|Judge;XY;BREAKthrough;BKT;143;Judge;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|144|Mewtwo Spirit Link;XY;BREAKthrough;BKT;144;Mewtwo Spirit Link;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|145|Parallel City;XY;BREAKthrough;BKT;145;Parallel City;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|146|Professor's Letter;XY;BREAKthrough;BKT;146;Professor's Letter;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|146a|Professor's Letter;XY;BREAKthrough;BKT;146a;Professor's Letter;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|147|Reserved Ticket;XY;BREAKthrough;BKT;147;Reserved Ticket;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|148|Skyla;XY;BREAKthrough;BKT;148;Skyla;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|149|Super Rod;XY;BREAKthrough;BKT;149;Super Rod;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|150|Town Map;XY;BREAKthrough;BKT;150;Town Map;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|151|Burning Energy;XY;BREAKthrough;BKT;151;Burning Energy;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|152|Rainbow Energy;XY;BREAKthrough;BKT;152;Rainbow Energy;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|153|Houndoom-EX;XY;BREAKthrough;BKT;153;Houndoom-EX;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|154|M Houndoom-EX;XY;BREAKthrough;BKT;154;M Houndoom-EX;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|155|Glalie-EX;XY;BREAKthrough;BKT;155;Glalie-EX;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|156|M Glalie-EX;XY;BREAKthrough;BKT;156;M Glalie-EX;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|157|Mewtwo-EX;XY;BREAKthrough;BKT;157;Mewtwo-EX;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|158|Mewtwo-EX;XY;BREAKthrough;BKT;158;Mewtwo-EX;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|159|M Mewtwo-EX;XY;BREAKthrough;BKT;159;M Mewtwo-EX;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|160|M Mewtwo-EX;XY;BREAKthrough;BKT;160;M Mewtwo-EX;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|161|Brigette;XY;BREAKthrough;BKT;161;Brigette;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|162|Giovanni's Scheme;XY;BREAKthrough;BKT;162;Giovanni's Scheme;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|163|Mewtwo-EX;XY;BREAKthrough;BKT;163;Mewtwo-EX;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|BREAKthrough|BKT|164|Mewtwo-EX;XY;BREAKthrough;BKT;164;Mewtwo-EX;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|Ancient Origins|AOR|001|Oddish;XY;Ancient Origins;AOR;001;Oddish;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|Ancient Origins|AOR|002|Gloom;XY;Ancient Origins;AOR;002;Gloom;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|Ancient Origins|AOR|003|Vileplume;XY;Ancient Origins;AOR;003;Vileplume;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|Ancient Origins|AOR|004|Bellossom;XY;Ancient Origins;AOR;004;Bellossom;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|Ancient Origins|AOR|005|Spinarak;XY;Ancient Origins;AOR;005;Spinarak;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|Ancient Origins|AOR|006|Ariados;XY;Ancient Origins;AOR;006;Ariados;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|Ancient Origins|AOR|007|Sceptile-EX;XY;Ancient Origins;AOR;007;Sceptile-EX;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|Ancient Origins|AOR|008|M Sceptile-EX;XY;Ancient Origins;AOR;008;M Sceptile-EX;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|Ancient Origins|AOR|009|Combee;XY;Ancient Origins;AOR;009;Combee;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|Ancient Origins|AOR|010|Vespiquen;XY;Ancient Origins;AOR;010;Vespiquen;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|Ancient Origins|AOR|011|Vespiquen;XY;Ancient Origins;AOR;011;Vespiquen;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|Ancient Origins|AOR|012|Virizion;XY;Ancient Origins;AOR;012;Virizion;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|Ancient Origins|AOR|013|Flareon;XY;Ancient Origins;AOR;013;Flareon;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|Ancient Origins|AOR|014|Entei;XY;Ancient Origins;AOR;014;Entei;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|Ancient Origins|AOR|015|Entei;XY;Ancient Origins;AOR;015;Entei;;;;;;;;;;
niet gekoppeld;unmatched;0;XY|Ancient Origins|AOR|016|Larvesta;XY;Ancient Origins;AOR;016;Larvesta;;;;;;;;;;
